"Item","Location","Sublocation","Quantity"
"TPLINK ARCHER AX12 GIGABIT WIFI ROUTER ","Default Location","","1.0000"
"TP-LINK EAP620 AX1800 CEILING MOUNT DUAL-BAND WIFI6 ACCESS POINT","Default Location","","8.0000"
"TP-LINK EAP660 AX3600 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT","Default Location","","8.0000"
"TPLINK LS1008 NETWORK SWITCH","Default Location","","1.0000"
"TPLINK RE125 AC750 RANGE EXTENDER","Default Location","","1.0000"
"TP-LINK T2U AC600 LAN WIRELESS","Default Location","","1.0000"
"TPLINK TG-3269","Default Location","","15.0000"
"TP-LINK TL-SG1008 8-PORT GIGABIT SWITCH","Default Location","","10.0000"
"TPLINK TL-SG1008 SPORT SWITCH","Default Location","","5.0000"
"TPLINK TL-SG1008D","Default Location","","2.0000"
"TP-LINK TL-SG1008D 8-PORT GIGABIT DESKTOP SWITCH ","Default Location","","3.0000"
"TPLINK TL-SG1016","Default Location","","1.0000"
"TP-LINK TL-SG108 8-PORT GIGABIT DESKTOP SWITCH","Default Location","","1.0000"
"TP-LINK TL-SG3428X OMADA 24-PORT GIGABIT L2+ MANAGED SWITCH","Default Location","","24.0000"
"TPLINK TL-WA801ND ACCESS POINT WIRELESS 300MBPS","Default Location","","5.0000"
"TPLINK TL-WA850RE","Default Location","","-1.0000"
"TP-LINK TL-WDR 4300","Default Location","","1.0000"
"TPLINK TL-WR740N WIRELESS NETWORK ROUTER 150MBPS","Default Location","","1.0000"
"TPLINK TL-WR840N 300MBPS WIRELESS NETWORK ROUTER","Default Location","","26.0000"
"TP-LINK TL-WR841N 300MBPS WIRELESS N ROUTER","Default Location","","2.0000"
"TPLINK TL-WR940N WIRELESS NETWORK ROUTER","Default Location","","-2.0000"
"TPLINK WN725N 150MBPS WIRELESS N NANO","Default Location","","4.0000"
"TRANSCEND MICRO SD 64GB CLASS 10","Default Location","","1.0000"
"TRANSCEND MICRO-SD 16G CLASS 10","Default Location","","2.0000"
"TRANSCEND SSD370S SOLID STATE DRIVE SATA 2.5 6GB","Default Location","","1.0000"
"TRANSCEND USB FLASH DRIVE 16GB","Default Location","","34.0000"
"TRANSCEND USB FLASH DRIVE 32GB","Default Location","","3.0000"
"TRANSCEND USB FLASH DRIVE 4GB","Default Location","","1.0000"
"TRANSCEND USB FLASH DRIVE 8GB","Default Location","","13.0000"
"TRANSISTOR 2N 8050","Default Location","","1.0000"
"TRANSISTOR 3055","Default Location","","3.0000"
"TRANSISTOR 50N06","Default Location","","2.0000"
"TRANSISTOR 6N60","Default Location","","1.0000"
"TRANSISTOR C2625","Default Location","","2.0000"
"TRANSISTOR C4138","Default Location","","2.0000"
"TRANSISTOR C4408","Default Location","","1.0000"
"TRANSISTOR C5448","Default Location","","1.0000"
"TRANSISTOR C5928","Default Location","","1.0000"
"TRANSISTOR MJE 13007","Default Location","","2.0000"
"TRANSPARENT TAPE 1"" ","Default Location","","-12.0000"
"TRAPAL","Default Location","","2.0000"
"TRASH BAG XL BLACK","Default Location","","120.0000"
"TRASH BIN","Default Location","","9.0000"
"TRASH BIN 404","Default Location","","21.0000"
"TRASH BIN MOBILE DARK GREEN","Default Location","","1.0000"
"TRASH CAN","Default Location","","138.0000"
"TRASH CAN WITH LID","Default Location","","6.0000"
"TRAY","Default Location","","11.0000"
"TRAY 12""","Default Location","","10.0000"
"TRIPPLITE P007-002 DESKTOP COMPUTER POWER CORD ","Default Location","","6.0000"
"TRIPPLITE PDU PDUMV20HV","Default Location","","1.0000"
"TRIPPLITE POWER CORD P018-006","Default Location","","6.0000"
"TRIPPLITE POWER CORD P034-010","Default Location","","11.0000"
"TRIPPLITE POWER CORD P047-010","Default Location","","4.0000"
"TRIPPLITE SMARTPRO SINE WAVE UPS SMX2200XLRT2U","Default Location","","1.0000"
"TRIPPLITE UPS M2200XLRT2U","Default Location","","2.0000"
"TRITON CHOCOLATE BROWN","Default Location","","2.0000"
"TROPHY","Default Location","","2.0000"
"TROPHY 2MQ18-20","Default Location","","1.0000"
"TROPHY 2MQ18-26","Default Location","","1.0000"
"TROPHY 2MQ18-28","Default Location","","1.0000"
"TROPHY 3QM-18","Default Location","","1.0000"
"TROPHY 3QM-20","Default Location","","1.0000"
"TROPHY 3QM-32","Default Location","","1.0000"
"TROPHY 3QM-36","Default Location","","1.0000"
"TROPHY BBT-12 BASKETBALL","Default Location","","1.0000"
"TROPHY DLAA-1","Default Location","","2.0000"
"TROPHY DLAA-2","Default Location","","2.0000"
"TROPHY DLAA-3","Default Location","","2.0000"
"TROPHY DLZ-1","Default Location","","1.0000"
"TROPHY DLZ-2","Default Location","","1.0000"
"TROPHY DLZ-3","Default Location","","1.0000"
"TROPHY FIGURE","Default Location","","21.0000"
"TROPHY RVB-12 VOLLEYBALL","Default Location","","1.0000"
"TROPHY SLBL-2","Default Location","","1.0000"
"TROPHY SLBL-3","Default Location","","1.0000"
"TROPHY SLBL-5","Default Location","","1.0000"
"TROPICANA ORANGE 8 OZ","Default Location","","6.0000"
"TS-84H-10B","Default Location","","1.0000"
"TS-8789DM","Default Location","","1.0000"
"TS-8-PRO 8 PORT TOUGH SWITCH POE PRO","Default Location","","1.0000"
"T-SHIRT BLUE CORNER ROUND NECK WHITE LARGE","Default Location","","-172.0000"
"T-SHIRT BLUE CORNER ROUND NECK WHITE MEDIUM","Default Location","","-120.0000"
"T-SHIRT BLUE CORNER ROUND NECK WHITE SMALL","Default Location","","15.0000"
"T-SHIRT BLUE CORNER ROUND NECK WHITE XL","Default Location","","-148.0000"
"T-SHIRT BLUE CORNER ROUND NECK WHITE XS","Default Location","","3.0000"
"T-SHIRT BLUE CORNER ROUND NECK WHITE XXXL","Default Location","","-5.0000"
"T-SHIRT CLASSIC WEAR W/ COLLAR WHITE LARGE","Default Location","","100.0000"
"T-SHIRT CLASSIC WEAR W/ COLLAR WHITE MEDIUM","Default Location","","90.0000"
"T-SHIRT FUSHIA PINK KIDS SIZE 10","Default Location","","7.0000"
"T-SHIRT FUSHIA PINK KIDS SIZE 12","Default Location","","4.0000"
"T-SHIRT FUSHIA PINK KIDS SIZE 14","Default Location","","4.0000"
"T-SHIRT FUSHIA PINK KIDS SIZE 8","Default Location","","3.0000"
"T-SHIRT KIDS S10","Default Location","","5.0000"
"T-SHIRT KIDS S14","Default Location","","6.0000"
"T-SHIRT KIDS S16","Default Location","","7.0000"
"T-SHIRT KIDS S18","Default Location","","8.0000"
"T-SHIRT KIDS S8","Default Location","","6.0000"
"T-SHIRT L/XL BLUECORNER","Default Location","","52.0000"
"T-SHIRT XL BLUECORNER","Default Location","","4.0000"
"T-SHIRT XS/S/M BLUECORNER","Default Location","","82.0000"
"TUBE CUTTER","Default Location","","1.0000"
"TUBING 10MM","Default Location","","10.0000"
"TURN BUCKLE 1/2 X 8","Default Location","","16.0000"
"TURN BUCKLE 3/4 X 12","Default Location","","3.0000"
"TURN BUCKLE 3/4"" X 12""","Default Location","","10.0000"
"TURN BUCKLE 5/8 X 10 ","Default Location","","8.0000"
"TURN BUCKLE 5/8""","Default Location","","3.0000"
"TV BRACKET 14 - 32W LSE ","Default Location","","2.0000"
"TV BRACKET 14 - 42","Default Location","","1.0000"
"TV BRACKET 26 - 50","Default Location","","2.0000"
"TV BRACKET 26 - 55 ","Default Location","","5.0000"
"TV BRACKET 26-60","Default Location","","7.0000"
"TV BRACKETWB-LCD22 BLACK 22-42 IN","Default Location","","2.0000"
"TWIGS CHOCOLATE POWDERED STICKS 200G ","Default Location","","42.0000"
"TWIGS LOCO BLUEBERRY POWDERED STICKS 200G","Default Location","","46.0000"
"TWIGS LOCO WATERMELON POWDERED STICKS 200G","Default Location","","45.0000"
"TWIGS STRAWBERRY POWDERED STICKS 200G ","Default Location","","44.0000"
"TYPE C HUB MULTI PORT CONVERTER USB C TO HDMI RJ45 TF MICRO SD CARD READER USB 3.0 PORTS DOCK","Default Location","","-4.0000"
"TYROLIT CUTTING DISC 4""","Default Location","","45.0000"
"U CLAMP 1 1/4""","Default Location","","35.0000"
"U CLAMP 2""","Default Location","","20.0000"
"UBIQUITI DREAM MACHINE PRO UDM-PRO","Default Location","","2.0000"
"UBIQUITI EDGEROUTER ER-RMKIT","Default Location","","1.0000"
"UBIQUITI EDGESWITCH  ES-16-XG","Default Location","","1.0000"
"UBIQUITI EDGESWITCH ES-16-150W","Default Location","","7.0000"
"UBIQUITI EDGESWITCH ES-24-250W","Default Location","","15.0000"
"UBIQUITI EDGESWITCH ES-48-500W","Default Location","","8.0000"
"UBIQUITI EDGESWITCH ES-48-LITE","Default Location","","4.0000"
"UBIQUITI EDGESWITCH ES-8-150W","Default Location","","28.0000"
"UBIQUITI ETH-SP-G2 SURGE PROTECTOR","Default Location","","7.0000"
"UBIQUITI FIBER CABLE UDC-2","Default Location","","2.0000"
"UBIQUITI NETWORKS CKG2-RM","Default Location","","1.0000"
"UBIQUITI NETWORKS FC-SM-200","Default Location","","1.0000"
"UBIQUITI POE ADAPTER ","Default Location","","1.0000"
"UBIQUITI TC-CON SHIELDED RJ45 ","Default Location","","50.0000"
"UBIQUITI U6+","Default Location","","2.0000"
"UBIQUITI U6-LITE UNIFI 6 LITE ACCESS POINT","Default Location","","3.0000"
"UBIQUITI U6-LR ACCESS POINT WIFI 6 LONG-RANGE","Default Location","","17.0000"
"UBIQUITI UACC-OM-SM-1G-S-2 SFP MODULE","Default Location","","10.0000"
"UBIQUITI UAP-AC-IW IN WALL ACCESS POINT","Default Location","","1.0000"
"UBIQUITI UAP-AC-LR","Default Location","","8.0000"
"UBIQUITI UCK-G2-PLUS","Default Location","","1.0000"
"UBIQUITI UF-MM-1G U FIBER","Default Location","","3.0000"
"UBIQUITI UF-RJ45-1G SFP MODULE","Default Location","","-1.0000"
"UBIQUITI USG-PRO-4","Default Location","","1.0000"
"UBIQUITI USW-24-POE 24 PORT SWITCH","Default Location","","1.0000"
"UBIQUITI USW-AggregationUniFi 8Port 10 Gigabit SFP+ Aggregation Switch	","Default Location","","1.0000"
"UBIQUITY AP-LR","Default Location","","2.0000"
"UBIQUITY CARRIER POE ADAPTOR POE-48-24W","Default Location","","1.0000"
"UBIQUITY LITEBEAM LBE-5AC-GEN2","Default Location","","8.0000"
"UBIQUITY NANOBRIDGE M5 5GHZ MIMO 25DCB","Default Location","","2.0000"
"UBIQUITY NANOSTATION M5","Default Location","","5.0000"
"UBIQUITY POWERBEAM PBE-5AC-620 ANTENNA","Default Location","","2.0000"
"UBIQUITY SFP UF-SM-10G","Default Location","","1.0000"
"UBIQUITY TOUGH SWITCH TS-8 PORT","Default Location","","2.0000"
"UBIQUITY TS-5-POE","Default Location","","4.0000"
"UBIQUITY UAP-LR-3 AP LONG RANGE ","Default Location","","13.0000"
"UBIQUITY UBNT-ROCKETM5 AIRMAX 5GHZ ROCKET MIMO ","Default Location","","1.0000"
"UBIQUITY UF-RJ45-IG COPPER FIBER MODULE","Default Location","","1.0000"
"UBIQUITY UNIFI UPA-AC-LR","Default Location","","-1.0000"
"U-BOLT 1/4 X 1 W/NUT AND FLAT WASHER","Default Location","","36.0000"
"U-BOLT 1/4 X 1-1/2 W/NUT AND FLAT WASHER","Default Location","","10.0000"
"U-BOLT 1/4 X 2 W/NUT AND FLAT WASHER","Default Location","","67.0000"
"U-BOLT 1/4 X 3/4 W/NUT AND FLAT WASHER","Default Location","","25.0000"
"U-BOLT PIPE 1/4 X 1","Default Location","","40.0000"
"U-BOLT PIPE 1/4 X 1-1/2","Default Location","","10.0000"
"U-BOLT PIPE 1/4 X 2","Default Location","","440.0000"
"ULN 2003 DRAWER 10","Default Location","","1.0000"
"UMBRELLA NAIL 2""","Default Location","","1.0000"
"UNIFI AC PRO UAC-AC-PRO-E","Default Location","","1.0000"
"UNIFI CLOUD KEY UC-CK","Default Location","","2.0000"
"UniFi Security Gateway PRO USG-PRO-4","Default Location","","1.0000"
"UniFi UAP-AC-LITE","Default Location","","2.0000"
"UniFi UAP-AC-PRO-E","Default Location","","1.0000"
"UNIFY","Default Location","","-3.0000"
"UNION STAND FAN 18"" UATF-185F","Default Location","","3.0000"
"UNI-T UT-30H IR NO CONTACT THERMOMETER","Default Location","","2.0000"
"UNIVERSAL ADAPTOR PLUG","Default Location","","40.0000"
"UNIVERSAL ADAPTOR PLUG 3 PRONG","Default Location","","4.0000"
"UNIVERSAL ADAPTOR PLUG 3OUT","Default Location","","1.0000"
"UNIVERSAL ENAMEL PAINT YELLOW","Default Location","","5.0000"
"UNIVERSAL INK REFILL 1000ML BLACK","Default Location","","-1.0000"
"UNIVERSAL INK REFILL 1000ML CYAN","Default Location","","1.0000"
"UNIVERSAL INK REFILL 1000ML MAGENTA","Default Location","","1.0000"
"UNIVERSAL INK REFILL 1000ML YELLOW","Default Location","","1.0000"
"UNIVERSAL INK REFILL 100ML BLACK","Default Location","","20.0000"
"UNIVERSAL INK REFILL 100ML CYAN","Default Location","","8.0000"
"UNIVERSAL INK REFILL 100ML MAGENTA","Default Location","","8.0000"
"UNIVERSAL INK REFILL 100ML YELLOW","Default Location","","8.0000"
"UNIVERSAL LAPTOP ADAPTOR","Default Location","","1.0000"
"UNIVERSAL LATEX PAINT APPLE GREEN GLOSS","Default Location","","12.0000"
"UNIVERSAL LATEX PAINT DARK GREEN GLOSS","Default Location","","4.0000"
"UNIVERSAL LATEX PAINT FLAT","Default Location","","5.0000"
"UNIVERSAL LATEX PAINT WHITE GLOSS","Default Location","","19.0000"
"UNIVERSAL NOTEBOOK 40'S","Default Location","","20.0000"
"UNIVERSAL PAINT QDE M. BROWN 1 QRT","Default Location","","1.0000"
"UNIVERSAL PDU 19"" 1U 6WAYS EAPDB06","Default Location","","1.0000"
"UNIVERSAL POWER ADAPTOR HLD","Default Location","","1.0000"
"UNIVERSAL POWER ADAPTOR REGULAR","Default Location","","1.0000"
"UNIVERSAL QDE 1/2 QRT BLK","Default Location","","2.0000"
"UNIVERSAL QDE MIXED GOLDEN YELLOW 2GAL","Default Location","","1.0000"
"UNIWITE WHITE FOLDER LONG","Default Location","","2001.0000"
"UNIWITE WHITE FOLDER SHORT","Default Location","","1834.0000"
"UNO PAINT THINNER 350CC","Default Location","","2.0000"
"UPS PURE SINEWAVE 1KW/24VDC/220VAC/60HZ","Default Location","","1.0000"
"UPS PURE SINEWAVE 2KW/24VDC/220VAC/60HZ","Default Location","","-1.0000"
"UPS STORAGE BATTERY SEALED LED ACID","Default Location","","-24.0000"
"USA SIZE 10 RED SHIRT","Default Location","","9.0000"
"USA SIZE 12 RED ","Default Location","","7.0000"
"USB 16GB (ORIGINAL GOOD QUALITY)","Default Location","","-10.0000"
"USB 2.0 TO UGA MUTI DISPLAY ADAPTER","Default Location","","2.0000"
"USB 3.0 FLASH DRIVE 32GB","Default Location","","-6.0000"
"USB 3.0 TO HDMI CONVERTER","Default Location","","-2.0000"
"USB 64GB (ORIGINAL GOOD QUALITY) ","Default Location","","-5.0000"
"USB A/M TO USB B/M CABLE (1.5M)","Default Location","","2.0000"
"USB EXTENSION CABLE 10M","Default Location","","1.0000"
"USB EXTENSION CABLE 5M","Default Location","","1.0000"
"USB EXTENSION CABLE M-F 5M","Default Location","","28.0000"
"USB EXTENSION CABLE M-F NS-08-07","Default Location","","-1.0000"
"USB HUB 4 PORTS W/ SWITCH","Default Location","","7.0000"
"USB MAXEL 16GB","Default Location","","-5.0000"
"USB PORT HUB (4 PORT) HIGH SPEED HIB WITH 2 METER CABLE ","Default Location","","-10.0000"
"USB PRINTER CABLE 5M","Default Location","","8.0000"
"USB TO 5.1 CHANNEL 3D SOUND ADAPTER","Default Location","","1.0000"
"USB to LAN ","Default Location","","1.0000"
"USB TO LAN ADAPTOR","Default Location","","1.0000"
"USB TO LAN CABLE ACER","Default Location","","1.0000"
"USB TO RS232 CONVERTER 2.0","Default Location","","2.0000"
"USB WIFI EP-MS8512","Default Location","","1.0000"
"UTEPO UTP7204GE-HPOE SWITCH","Default Location","","1.0000"
"Utepo UTP7208E-POE-A1 POE SWITCH","Default Location","","1.0000"
"UTILITY BOX","Default Location","","663.0000"
"UTILITY BOX METAL","Default Location","","-6.0000"
"UTP CABLE (INDOOR) ","Default Location","","535.0000"
"UTP CABLE CAT5E","Default Location","","265.5000"
"UTP CABLE CAT5E GRAY 2M","Default Location","","-10.0000"
"UTP CABLE CAT5E SOLID ALANTEK","Default Location","","251.0000"
"UTP CABLE CAT5E STRANDED PATCH CABLE ALANTEK","Default Location","","94.0000"
"UTP CABLE CAT6 BLACK (OUTDOOR)","Default Location","","1.0000"
"UTP PATCH CORD CAT5E 1M","Default Location","","4.0000"
"UTP PATCH CORD CAT5E 2M","Default Location","","3.0000"
"UTP PATCH CORD CAT6 1.5M BLUE","Default Location","","4.0000"
"UTP PATCH CORD CAT6 1.5M RED","Default Location","","34.0000"
"UTP PATCH CORD CAT6 1M ","Default Location","","68.0000"
"UTP PATCH CORD CAT6 2M","Default Location","","20.0000"
"UV SPIRAL CABLE NEON GREEN","Default Location","","1.0000"
"VALIANT LOGBOOK 100PP","Default Location","","2.0000"
"VALIANT LOGBOOK 500PP","Default Location","","1.0000"
"VCIP-LR -3","Default Location","","1.0000"
"VCOM HDMI CABLE 180 ANGLE 1.8M","Default Location","","1.0000"
"VCOM HDMI CABLE 180 ANGLE 5M","Default Location","","1.0000"
"VELCRO 20MM x 10M","Default Location","","12.0000"
"VELCRO 20MM X 3M","Default Location","","2.0000"
"VELLUM #120 REAM","Default Location","","3.0000"
"VELLUM WHITE 230 GSM 22.5 X 28.5 REAM","Default Location","","1.0000"
"VELLUM WHITE LONG 100'S","Default Location","","4.0000"
"VENTION USB TO LAN CORD","Default Location","","1.0000"
"VENUS COLORED CHALK 12'S","Default Location","","6.0000"
"VERBATIM 32GB FLASH DRIVE","Default Location","","1.0000"
"VERBATIM BLUETOOTH WIRELESS KEYBOARD","Default Location","","2.0000"
"VERTICAL CABLE MANAGER 4 X 4 X 6","Default Location","","2.0000"
"VERTICAL CABLE MANAGER 4""X4""X8FT.L WITH SCREW TYPE COVER POWDER COATED FINISHED BLACK","Default Location","","27.0000"
"VERTICAL ELBOW 400mm X 100mm","Default Location","","11.0000"
"VEST REFLECTOR","Default Location","","6.0000"
"VGA ANALOG CABLE","Default Location","","2.0000"
"VGA ANALOG CABLE 1.5MTRS","Default Location","","-1.0000"
"VGA ANALOG CABLE 1.8MTRS","Default Location","","9.0000"
"VGA ANALOG CABLE 25M","Default Location","","1.0000"
"VGA CABLE 1.5M","Default Location","","1.0000"
"VGA CABLE 10M","Default Location","","1.0000"
"VGA EXTENDER OVER UTP 1920 X 1440 / 100M","Default Location","","4.0000"
"VGA EXTENDER TO CAT5e & CAT 6 ","Default Location","","-2.0000"
"VGA EXTENSION CABLE M-F 1.8M","Default Location","","8.0000"
"VGA EXTENSION CABLE M-M 1.5M","Default Location","","-4.0000"
"VGA EXTENSION CABLE M-M 1.8M","Default Location","","-1.0000"
"VGA EXTENSION CABLE M-M 10M","Default Location","","2.0000"
"VGA EXTENSION CABLE M-M 5M","Default Location","","2.0000"
"VGA EXTENTION CABLE 200M","Default Location","","1.0000"
"VGA SPLITTER 1:4 / 250MHZ","Default Location","","3.0000"
"VGA TO HDMI CONVERTER","Default Location","","1.0000"
"VIEW PLUS 19"" MONITOR","Default Location","","1.0000"
"VIEWPLUS MONITOR ML-24S023022367 23.8""  LED","Default Location","","1.0000"
"VIEWSONIC E708-11 CRT 17""","Default Location","","1.0000"
"VIEWTECH 70X70 PROJECTOR SCREEN","Default Location","","1.0000"
"VIOLET TOTE 6 X 6 X 3","Default Location","","60.0000"
"VISIONIC KS-118","Default Location","","-17.0000"
"VISIONIC VS-118","Default Location","","25.0000"
"VOYAGER LEGEND NON RADIATIVE BLUETOOTH 3.0 HEADSET","Default Location","","1.0000"
"VS1 PROTECTOR (BIG) 400ML","Default Location","","-15.0000"
"VS1 TIRE BLACK 250ML","Default Location","","-15.0000"
"VTECH VT1301 DIGITAL CORDLESS PHONE","Default Location","","-1.0000"
"VULCASEAL 1L","Default Location","","6.0000"
"VULCASEAL 75ML","Default Location","","8.0000"
"VULCASEAL QUART","Default Location","","7.0000"
"W3-CD307ST","Default Location","","2.0000"
"W3-CW2523SW WATERPROOF IR CAM PIXIM WDR","Default Location","","3.0000"
"W3-CW308HK","Default Location","","8.0000"
"WAHOO FITNESS BLUE HR HEART RATE STRAP","Default Location","","1.0000"
"WALL  MOUNT 32""","Default Location","","1.0000"
"WALL CLOCK 2346","Default Location","","1.0000"
"WALL CLOCK 88632","Default Location","","8.0000"
"WALL CLOCK X2068","Default Location","","19.0000"
"WALL CLOCK X487","Default Location","","5.0000"
"WALL MOUNTED DATA CABINET 2FT H","Default Location","","1.0000"
"WAN TENG USB TO PARALLEL CABLE","Default Location","","18.0000"
"WARNING SIGN","Default Location","","2.0000"
"WASHER 10MM","Default Location","","400.0000"
"WASHER PLUG","Default Location","","3.0000"
"WASHER TIN 3/16","Default Location","","19.0000"
"WASHER TIN 3/8","Default Location","","12.0000"
"WASHER TIN 5/16","Default Location","","8.0000"
"WATER CONTAINER","Default Location","","4.0000"
"WATER KETTLE","Default Location","","4.0000"
"WATER PAIL","Default Location","","3.0000"
"WATER PAIL SMALL","Default Location","","11.0000"
"WD BLUE 250GB SSD SATA 2.5","Default Location","","-1.0000"
"WD BLUE NVME M.2 SSD 250GB","Default Location","","2.0000"
"WD CAVIAR BL SATA3 1TB HDD","Default Location","","1.0000"
"WD GREEN 240GB SSD 2.5","Default Location","","12.0000"
"WD GREEN 480GB SSD 2.5","Default Location","","1.0000"
"WD M.2 PCIE NVME 240GB SSD","Default Location","","1.0000"
"WD40PURX - 78GVNYO","Default Location","","-1.0000"
"WEBCAM","Default Location","","-6.0000"
"WEIGHING SCALE MECHANICAL","Default Location","","2.0000"
"WEILDING ROD","Default Location","","1.0000"
